document_control_number,total_release,medium
1323221835681,0,land
1317216433781,0,land
1319218252839,0,land
1324222583256,0,land
1320219185701,0,land
1317216015798,0,land
1324222607121,0,land
1321220001123,0,land
1315213770148,0,land
1321220313845,0,land
1322221059963,0,land
1323221648090,0,land
1323221660018,0,land
1317216589782,0,land
1315214386866,0,land
1321219622103,0,land
1317215844438,0,land
1320218605588,0,land
1320221534427,0,land
1316215205459,0,land
1316215384583,0,land
1315213922014,0,land
1318217217417,0,land
1317215814272,0,land
1316215162850,0,land
1317216604975,0,land
1317215895259,0,land
1322220726184,0,land
1314212478200,0,land
1323221648456,4,land
1318217335088,0,land
1321219961822,0,land
1319217963065,0,land
1316215640653,0,land
1316215289683,55,land
1318217149196,0,land
1315214344234,0,land
1314212690453,0,land
1321219821004,0,land
1321220238048,0,land
1315213611369,0,land
1319218145175,101,land
1320218777656,0,land
1316215690189,0,land
1315213231160,0,land
1314212992592,0,land
1319218560009,0,land
1314212419372,0,land
1323221755236,0,land
1315213959442,0,land
1323221532500,0,land
1323221700127,0,land
1324222519377,0,land
1318217403486,0,land
1319217961390,0,land
1317216100800,246,land
1314214503118,0,land
1315214311209,0,land
1317216432462,0,land
1314212927420,125,land
1314212956674,0,land
1322220756872,0,land
1315213751720,0,land
1323221637782,0,land
1320218944256,0,land
1320218775258,0,land
1315214356661,0,land
1315214185492,0,land
1317218606945,0,land
1319217821368,0,land
1315214191898,0,land
1320219174733,0,land
1315213966169,0,land
1316215298112,5,land
1314212684664,0,land
1315213213958,0,land
1315213729926,0,land
1321219697796,0,land
1321220146221,0,land
1324222759096,0,land
1321219890377,975,land
1316215306919,0,land
1323221549470,0,land
1323222047944,0,land
1323221706373,0,land
1324222735072,0,land
1324222539013,0,land
1321220007203,0,land
1320219305277,0,land
1315213690480,0,land
1315213737947,0,land
1318216912648,0,land
1314212556005,0,land
1315214196204,0,land
1318217541782,0,land
1317216114797,0,land
1315214390902,0,land
1322220974149,0,land
1317218637650,0,land
1316215644333,0,land
1320218814008,0,land
1317215908928,0,land
1315214245906,0,land
1314212393058,0,land
1321219693379,0,land
1320218977080,0,land
1324222774655,0,land
1322222388946,0,land
1321219933280,0,land
1315214087660,0,land
1321219792811,0,land
1317216603050,0,land
1315214163192,0,land
1322221298831,0,land
1314212385189,0,land
1324222762700,0,land
1314212989634,0,land
1320219034345,0,land
1315213637667,0,land
1316217492988,0,land
1317216508554,0,land
1322221205800,0,land
1314212404343,0,land
1321219667464,0,land
1314212401537,0,land
1320219434141,0,land
1314212926998,0,land
1320219239023,0,land
1316215519113,0,land
1314212704858,0,land
1322221007610,0,land
1315214024162,0,land
1314212551143,0,land
1319217615362,0,land
1316215365863,0,land
1315214412443,0,land
1323222067656,0,land
1319218465856,0,land
1317216135590,0,land
1314212302917,0,land
1317216402610,0,land
1320218585418,0,land
1319218352223,0,land
1322220921706,0,land
1316215132135,0,land
1316215136223,0,land
1318216757056,0,land
1319218147561,0,land
1319219434242,220,land
1315213576186,0,land
1324222987669,0,land
1323221784111,2921,land
1316215437132,0,land
1318217338072,0,land
1317215959331,0,land
1320218973257,0,land
1319217799194,0,land
1320218766222,0,land
1323221646399,0,land
1320219172436,0,land
1322220744662,0,land
1314212855807,0,land
1322221563024,0,land
1316215439365,0,land
1323222157442,0,land
1322221135445,0,land
1315214127161,0,land
1324222660514,0,land
1314212823506,0,land
1321220342517,0,land
1322221016189,0,land
1322220697991,0,land
1315214013652,0,land
1321220172098,0,land
1316215101864,0,land
1323221626676,0,land
1317216619421,0,land
1317216547240,0,land
1318216952705,0,land
1316215136247,0,land
1314211904697,0,land
1322220851707,0,land
1315214346619,0,land
1316215451915,0,land
1314212482970,0,land
1314212829232,0,land
1324222853576,319,land
1317215868086,0,land
1315213766379,0,land
1314212659748,0,land
1316215377538,0,land
1314212480230,0,land
1316215074257,0,land
1317216619445,0,land
1319218030738,0,land
1320219261144,0,land
1322221572959,0,land
1317215835909,0,land
1317215874165,0,land
1318216985770,0,land
1324222866978,0,land
1314211914320,0,land
1320218806596,0,land
1322221427077,0,land
1323221585526,0,land
1317216245148,0,land
1319218240291,0,land
1324222583243,0,land
1321220483147,0,land
1318217413145,0,land
1316215101876,0,land
1322220628693,0,land
1319218518583,0,land
1316215742812,0,land
1314212345351,0,land
1322221155183,0,land
1318217152444,0,land
1318216746521,0,land
1322220715736,0,land
1315214191912,0,land
1322220865291,0,land
1323221538743,0,land
1314212333557,0,land
1317215971351,0,land
1315213706005,0,land
1324222911051,0,land
1318216834628,0,land
1319217799826,0,land
1321219828579,0,land
1318218528230,3000,land
1315218606921,0,land
1314212404242,0,land
1315214154332,0,land
1321219972460,0,land
1317219425206,0,land
1317216527477,0,land
1316215349806,0,land
1322221008889,0,land
1319217980743,0,land
1318217683414,6,land
1316215694833,0,land
1321219670229,0,land
1314212507115,0,land
1320219291907,0,land
1320219622053,0,land
1315215278730,0,land
1319217836321,0,land
1315213675109,0,land
1316215460650,0,land
1319218340495,0,land
1319217992130,0,land
1320218676601,0,land
1320218942631,0,land
1319218484032,0,land
1317215963962,0,land
1314216041552,0,land
1323221882006,530,land
1314212772863,0,land
1314212848941,0,land
1314212789150,0,land
1316215365558,0,land
1322221371394,0,land
1322220745145,0,land
1315213766381,0,land
1322220749485,0,land
1322220983908,0,land
1318217260088,0,land
1323222361242,0,land
1315214122436,0,land
1319218193288,822381,land
1315214341149,0,land
1320218800201,0,land
1320219347566,0,land
1315213702739,0,land
1314212428003,0,land
1314212887057,0,land
1314212808784,0,land
1314212673836,0,land
1315214104972,0,land
1320219026794,0,land
1317216074120,0,land
1317216510774,0,land
1315214116600,0,land
1318217260494,0,land
1321220172086,0,land
1315213984166,0,land
1317216597866,0,land
1316215682030,0,land
1322220679310,0,land
1314212730422,0,land
1323221601863,0,land
1314212959884,0,land
1317215830365,0,land
1321219625187,0,land
1318217142138,0,land
1322220942977,0,land
1323221846746,0,land
1319218447225,0,land
1321220041952,0,land
1317215947856,0,land
1316215015367,0,land
1323221545066,0,land
1318216910428,0,land
1323221639622,0,land
1314213167962,0,land
1315214313619,0,land
1321220661577,0,land
1323221721487,0,land
1320218642712,0,land
1323222044036,0,land
1324222703542,0,land
1323221875483,0,land
1319218494692,0,land
1319217756612,0,land
1315213937675,0,land
1315214385433,0,land
1314212687457,0,land
1314212466217,0,land
1314212646653,0,land
1322221446406,0,land
1319218024255,0,land
1322221340779,0,land
1319217858075,0,land
1314212750160,0,land
1314213002114,0,land
1316215289339,0,land
1314211915210,0,land
1314212792636,0,land
1316215115852,0,land
1316215327329,0,land
1318217137470,0,land
1318217221617,0,land
1316215365901,0,land
1322221151424,0,land
1316215586532,0,land
1315213851886,0,land
1319218285435,0,land
1317216335164,0,land
1319217778024,0,land
1323221753270,0,land
1322220763332,0,land
1316215769694,0,land
1320218700262,0,land
1316215710029,0,land
1318217383328,0,land
1316215092089,0,land
1314212443206,0,land
1317216614622,0,land
1315213664461,0,land
1316215761305,0,land
1315214137869,0,land
1314212383994,0,land
1320219035793,0,land
1317216369037,0,land
1319217961592,0,land
1324222684348,0,land
1315213666124,0,land
1319217791298,8650,land
1315213700750,0,land
1322221155120,0,land
1316215091048,0,land
1316215744398,0,land
1324222917130,0,land
1319217660669,0,land
1322220830780,0,land
1323221983190,0,land
1317215988054,0,land
1318216903676,0,land
1315213721273,0,land
1318217425887,0,land
1319218388231,0,land
1322220793804,0,land
1314212516734,0,land
1315214006429,0,land
1314212353573,0,land
1316215176379,0,land
1316215357753,0,land
1317216293858,0,land
1319218269761,0,land
1315214272748,5,land
1314211923519,0,land
1314212778880,4,land
1314212695338,0,land
1315214051575,0,land
1315214404509,0,land
1314212587505,0,land
1319218075721,0,land
1321220078214,0,land
1322220843155,0,land
1315213781661,0,land
1324222530901,0,land
1322221504677,0,land
1323222174981,0,land
1315218623320,0,land
1318216750859,0,land
1323221817911,0,land
1314212384491,0,land
1316217712518,0,land
1314217595899,0,land
1320218954840,0,land
1314212878894,0,land
1322221461433,0,land
1322220763320,0,land
1314212319990,0,land
1322221144203,0,land
1324222474001,0,land
1322220961080,0,land
1314212849273,0,land
1319217827498,0,land
1315213919893,0,land
1321219644251,0,land
1323222255578,0,land
1314213100668,0,land
1323222166959,0,land
1323222387514,0,land
1314212655462,0,land
1316215519671,0,land
1314212975890,0,land
1320219212634,0,land
1324223191851,0,land
1322220712184,0,land
1314212489049,0,land
1314212400218,0,land
1317216010304,0,land
1320219050933,0,land
1319218032629,0,land
1320218845802,0,land
1323221784186,2325,land
1317216342117,0,land
1316215711300,0,land
1318219407018,0,land
1314212632119,0,land
1319218416170,0,land
1316214979205,0,land
1322221243734,0,land
1322221008877,0,land
1319218020663,0,land
1320219461908,0,land
1316215788656,0,land
1316215342799,0,land
1318217276738,0,land
1314212540684,0,land
1314212385052,0,land
1322221308380,0,land
1323221937636,0,land
1322220780290,0,land
1320218595003,0,land
1319218133609,0,land
1317216053847,0,land
1316215040534,235,land
1316215193564,0,land
1320219349091,0,land
1315213679576,0,land
1314212743619,0,land
1322220876092,0,land
1319217997410,0,land
1322220733529,0,land
1320218879361,0,land
1320219333768,0,land
1316217672310,0,land
1318216798025,0,land
1321219754254,0,land
1317215971375,0,land
1316215133810,0,land
1316215128733,0,land
1316215697879,7300,land
1315213722554,0,land
1315214264830,0,land
1320218684696,0,land
1322221223136,0,land
1314212478212,0,land
1316215446182,0,land
1315214387464,0,land
1317216081051,0,land
1318216942716,0,land
1318217381173,0,land
1323221886411,0,land
1324222565309,50,land
1314213072857,0,land
1319218526224,0,land
1319217838162,0,land
1321222393047,0,land
1314212774487,0,land
1322220751883,0,land
1317217644715,0,land
1322221467513,250,land
1323222309332,0,land
1316215364581,0,land
1316215656758,0,land
1317216321657,0,land
1322220937534,0,land
1321219616493,0,land
1318221471939,0,land
1321219785161,0,land
1319218071292,0,land
1315214231805,0,land
1317216306656,0,land
1324222439630,0,land
1322220951279,0,land
1321220489809,0,land
1320218684684,0,land
1319217803182,0,land
1317216289532,0,land
1315216643294,0,land
1322220741906,0,land
1314211953474,0,land
1315213944782,0,land
1315213585387,0,land
1316215181013,0,land
1322220785467,0,land
1324222765442,0,land
1320219278126,0,land
1320218604751,0,land
1321220089763,0,land
1320218576825,0,land
1316215364605,0,land
1317216563751,0,land
1321220401929,0,land
1315214356697,0,land
1316215538962,0,land
1322220786368,0,land
1319217870056,0,land
1323223236858,0,land
1315214245870,0,land
1315214272751,5,land
1322221078215,0,land
1318217448745,0,land
1315213984127,0,land
1323221978911,0,land
1323222023982,0,land
1320218661130,0,land
1318217012689,0,land
1314213237605,0,land
1322221016114,0,land
1316215059231,0,land
1322221445758,0,land
1318216894980,0,land
1321219757806,81,land
1320218595054,0,land
1323221539962,0,land
1315213945658,0,land
1315213980651,0,land
1314212782849,0,land
1315214189856,0,land
1323221625369,0,land
1321220163632,0,land
1322220824914,0,land
1319217721214,0,land
1322221465685,0,land
1324222521977,0,land
1323221638289,0,land
1318217260482,0,land
1318216863199,0,land
1317216315061,1218,land
1318216983522,0,land
1321220376154,0,land
1321220391546,0,land
1322220832303,0,land
1322221311311,0,land
1322220693269,0,land
1320218733069,0,land
1320218717407,0,land
1320219337312,0,land
1322221498431,0,land
1314213125964,0,land
1321219602099,0,land
1317216406975,0,land
1322220817124,0,land
1324223007372,0,land
1315213962400,0,land
1319218273454,0,land
1316215411190,0,land
1314212557565,0,land
1323221585716,0,land
1321219676499,0,land
1316215076302,0,land
1320218747044,0,land
1322220969416,0,land
1324223208202,0,land
1322220660106,0,land
1324222533919,0,land
1323222258865,0,land
1314212322402,0,land
1316215067909,0,land
1321219447048,0,land
1322220835870,0,land
1320219383142,0,land
1314212950265,0,land
1319217928187,0,land
1318216726923,5021,land
1320218950739,0,land
1321219774445,0,land
1324222737544,0,land
1321219871213,0,land
1322221380393,0,land
1315213588306,0,land
1321219677046,0,land
1324222418218,0,land
1320218700274,0,land
1324222868109,0,land
1322220915072,0,land
1315213937840,0,land
1316215075856,0,land
1315213968353,31,land
1314212343471,0,land
1314212345324,0,land
1316215058280,0,land
1317216009199,0,land
1314213189311,0,land
1322221316654,0,land
1324222590388,0,land
1314212878906,0,land
1317215884560,0,land
1319217938947,0,land
1314212402263,0,land
1315213235536,0,land
1316215059229,0,land
1316215619178,0,land
1314213001860,0,land
1315213715624,0,land
1320219197340,0,land
1319219407069,0,land
1320218885539,0,land
1316215192725,0,land
1319217666635,0,land
1319218508517,0,land
1318216766360,0,land
1317215913498,2415,land
1314212748279,0,land
1317216569311,0,land
1315214331276,0,land
1322220764512,0,land
1323221765377,0,land
1323221769983,0,land
1316215674882,0,land
1321220353496,0,land
1321220443220,0,land
1320219380565,0,land
1315218633889,0,land
1315214412292,0,land
1314212985182,0,land
1321219721558,0,land
1321219845979,0,land
1319217978016,0,land
1320219256512,0,land
1322221534290,0,land
1320218966568,0,land
1318217228156,0,land
1317216385435,161,land
1317216222226,0,land
1318217299419,0,land
1315213965852,0,land
1321220147110,0,land
1315213669512,0,land
1315213791231,0,land
1321220027268,0,land
1322220732465,0,land
1322220762823,0,land
1317216044709,0,land
1320218934798,0,land
1319217778341,0,land
1322220700126,0,land
1323221672025,0,land
1316215682434,27526,land
1314211886991,0,land
1316214969495,0,land
1321219743554,0,land
1324222406567,0,land
1319221498241,0,land
1317216138685,0,land
1317216332902,0,land
1319218198137,0,land
1316215271166,0,land
1315213578216,0,land
1321219851247,0,land
1321220472361,0,land
1320219368281,0,land
1315214424968,0,land
1315213219571,0,land
1317218574251,0,land
1319218322699,0,land
1324223006091,0,land
1315213697511,0,land
1318217149172,0,land
1314212428433,0,land
1323222012864,0,land
1321219702370,0,land
1314212495980,0,land
1314212682569,0,land
1315214215257,0,land
1318217058674,0,land
1320218576585,0,land
1316215673144,0,land
1314213199110,0,land
1322221209695,0,land
1317216437350,0,land
1314212985663,0,land
1315213804750,0,land
1323222139949,0,land
1322221212905,0,land
1320219325103,0,land
1324222883757,0,land
1317216330860,0,land
1321220122168,0,land
1318216762447,0,land
1321220420107,0,land
1314212588572,0,land
1314213104829,0,land
1315213984204,0,land
1323222174322,0,land
1321220175677,0,land
1323221606763,0,land
1319218157396,0,land
1318217135678,0,land
1316218617025,0,land
1322220997148,0,land
1314212881686,0,land
1324222585440,0,land
1324222676468,0,land
1316215217100,0,land
1315213681962,0,land
1314213104387,0,land
1317215803863,0,land
1317216622860,0,land
1319217610361,0,land
1322221433257,0,land
1323221950936,0,land
1316215438514,0,land
1314214496566,0,land
1316215773995,0,land
1316215606664,0,land
1317216010948,0,land
1324223180718,0,land
1319218193656,0,land
1315213572074,0,land
1321220659510,0,land
1319217680065,0,land
1319217801620,0,land
1322220768523,0,land
1315214043515,0,land
1315213685720,0,land
1324222554747,0,land
1321220586604,0,land
1314212378386,0,land
1322221169663,0,land
1323222188637,0,land
1315213992237,0,land
1321219916614,0,land
1314212377636,0,land
1318217419290,0,land
1314211917719,0,land
1324222592836,0,land
1323221648126,0,land
1315214155588,0,land
1320218758872,0,land
1318217455272,0,land
1314212816678,0,land
1320219157397,0,land
1316214986010,0,land
1314213004118,5,land
1319218397848,0,land
1322220783955,0,land
1314212428015,0,land
1316215093194,0,land
1316215682055,0,land
1315214235412,0,land
1317215885880,0,land
1319218504215,0,land
1320219201757,0,land
1318216981757,0,land
1317216437451,0,land
1323222015873,0,land
1322221498468,0,land
1316215029291,0,land
1316215300512,0,land
1318217042579,0,land
1315214215600,0,land
1317216592788,0,land
1321219828480,0,land
1315213572922,0,land
1315214451700,0,land
1321219624071,0,land
1314212944211,0,land
1315213829409,0,land
1322221294085,0,land
1316215365913,0,land
1316215469952,0,land
1324222911036,0,land
1314212692584,0,land
1324222737189,0,land
1322221371141,0,land
1317216283061,0,land
1323222257560,0,land
1324222482681,0,land
1322220938575,0,land
1317216571873,0,land
1324222542161,0,land
1314212522270,0,land
1322220640940,0,land
1323221706385,0,land
1322221267964,0,land
1317216280406,0,land
1319218495315,0,land
1321219931591,0,land
1316215072721,0,land
1315214393326,0,land
1324222667065,0,land
1315214039354,0,land
1320218979716,0,land
1315213704063,0,land
1322221300445,0,land
1321219595410,0,land
1320219400417,0,land
1321220657050,0,land
1320218713461,0,land
1315213971498,0,land
1314212335929,0,land
1316215493178,0,land
1316215357361,0,land
1324223153596,0,land
1317216057048,0,land
1314212394454,0,land
1319218496180,0,land
1315213761911,0,land
1315213910514,0,land
1317216377388,0,land
1319218394272,0,land
1324222989333,0,land
1318217345723,0,land
1318217217393,0,land
1319217742117,0,land
1322220981346,0,land
1323222175364,0,land
1314212414799,0,land
1316215710017,0,land
1322221114059,0,land
1322221221043,0,land
1315214006456,0,land
1322220732337,0,land
1318216769366,0,land
1314212322313,0,land
1315213792827,0,land
1315214011278,0,land
1319218069452,0,land
1319218265395,0,land
1316215662812,0,land
1320218687352,0,land
1322221502281,1442,land
1317216234322,0,land
1319218340065,0,land
1316215329095,0,land
1320219333919,0,land
1315213673609,0,land
1316215104769,0,land
1319218636191,0,land
1323222249930,0,land
1324222444996,0,land
1319217809678,0,land
1318217174465,0,land
1317215905504,0,land
1316215352939,0,land
1323222043123,0,land
1317216200105,5,land
1315213978024,0,land
1317216296970,0,land
1318217071834,0,land
1322221060623,0,land
1316215364579,0,land
1316215640640,0,land
1318217283593,0,land
1320218879385,0,land
1321220275212,0,land
1323222019489,0,land
1315214344691,0,land
1324223202449,0,land
1324223165150,0,land
1319218515474,0,land
1323221542994,0,land
1321220142208,0,land
1321219702368,0,land
1318217262017,0,land
1316214992632,0,land
1314212647566,0,land
1315213581580,0,land
1318217021450,0,land
1323221713353,0,land
1314212779793,0,land
1318217447008,0,land
1315214218808,0,land
1324222530899,0,land
1323221724925,0,land
1324222596037,0,land
1318217534282,0,land
1319218098869,130,land
1322221388972,0,land
1319218335166,0,land
1324223058797,0,land
1324222898001,0,land
1316215295914,0,land
1315213217161,0,land
1314212976563,0,land
1315214235400,0,land
1318217501358,0,land
1315214160917,0,land
1323221828383,0,land
1314212303705,0,land
1314212345476,0,land
1314212517510,0,land
1315218623306,5,land
1315213663709,0,land
1314212919005,126,land
1323221534528,5,land
1314212347708,0,land
1317216318776,0,land
1321220042941,0,land
1317215973951,0,land
1314212941381,0,land
1321219990773,0,land
1324223041284,0,land
1320218717357,0,land
1324223091721,0,land
1317216320667,0,land
1314212723338,0,land
1315213223454,0,land
1315214385282,0,land
1319218134601,0,land
1322220734038,0,land
1316215232291,0,land
1322220635433,0,land
1322221218720,0,land
1317216229195,0,land
1314212759690,0,land
1320218833337,0,land
1314212655447,0,land
1315214170502,48,land
1317216424972,0,land
1323221788247,0,land
1314212718922,0,land
1324222550218,250,land
1315214381307,0,land
1317215892249,0,land
1314212786899,750,land
1318217511447,0,land
1317216315059,0,land
1318216879193,0,land
1319217746116,0,land
1324223240603,0,land
1317216421521,0,land
1321219974565,0,land
1316215105204,0,land
1316215741378,0,land
1321220163784,0,land
1322221218670,0,land
1323222340743,0,land
1324222971917,0,land
1323221635891,0,land
1315214329536,0,land
1322221021835,2,land
1322220716447,0,land
1323222349728,0,land
1318217057835,0,land
1316215117173,0,land
1324222838334,0,land
1322220958425,0,land
1321222524213,0,land
1322220682645,0,land
1316215448844,0,land
1318217113760,0,land
1322220746919,0,land
1316215666583,0,land
1321219910181,0,land
1318217280585,0,land
1322221522840,0,land
1323222053872,0,land
1323222067668,0,land
1323221544430,0,land
1319218215806,0,land
1316215750151,0,land
1317216306769,0,land
1322220660486,0,land
1314212543817,0,land
1317216352308,0,land
1320218765939,0,land
1316215559307,0,land
1320218950754,0,land
1322221592708,0,land
1319218198859,0,land
1316215290723,0,land
1314212349904,0,land
1319218454181,0,land
1314212465328,0,land
1315214088623,0,land
1316215291648,0,land
1323221758980,0,land
1316215197207,0,land
1317216548420,4300,land
1314212631131,0,land
1315213984242,0,land
1314212310585,0,land
1317216057099,0,land
1316215120080,0,land
1323222393237,0,land
1319217959838,0,land
1323221803428,0,land
1324222449910,0,land
1323222333662,0,land
1322220848675,0,land
1322220705685,0,land
1322221155195,0,land
1316215431204,0,land
1319217709613,0,land
1323221532486,0,land
1320218933695,0,land
1322221299391,0,land
1320219343365,0,land
1315213804735,0,land
1323221649421,0,land
1315213569724,30,land
1314212388678,0,land
1322220887739,10,land
1316215349477,0,land
1320218905952,0,land
1317216234260,0,land
1318217463367,0,land
1315213717440,750,land
1324222897997,0,land
1321220482412,0,land
1319217799257,0,land
1316215605938,0,land
1315214381422,0,land
1314212876712,0,land
1315214043491,0,land
1319218130134,0,land
1314212551384,0,land
1318217411127,0,land
1317215818547,0,land
1314212321626,0,land
1319217978030,0,land
1317216600825,0,land
1319217698861,0,land
1322220770731,0,land
1314211926389,0,land
1320219033507,0,land
1314212574469,0,land
1315214457778,0,land
1319218365599,0,land
1321219715745,0,land
1323222275846,0,land
1321219461744,0,land
1318217181472,0,land
1321219989009,0,land
1316215471727,0,land
1318217455260,0,land
1321219553690,0,land
1323221818901,0,land
1323221608324,0,land
1324222878959,0,land
1324222770392,0,land
1322221266075,0,land
1321220352037,0,land
1318217186889,0,land
1321219790096,0,land
1323221636513,0,land
1314212605897,0,land
1319218189393,0,land
1314212322287,0,land
1316214948960,0,land
1320218740936,0,land
1315213720651,270,land
1316215342825,0,land
1320219414974,14783,land
1314213000565,0,land
1323221713819,0,land
1316215241833,0,land
1323221818242,0,land
1321219783394,0,land
1320218653653,0,land
1314212302160,0,land
1321219881214,0,land
1322220662720,0,land
1314212759664,0,land
1323222387060,0,land
1319218322244,0,land
1322220717274,0,land
1314212818037,0,land
1315213894773,0,land
1314212639482,0,land
1322221106659,0,land
1318217282591,110,land
1315214076539,0,land
1320218701249,0,land
1322220997163,0,land
1320218897662,0,land
1324223047440,0,land
1315214128670,11373,land
1314212953893,0,land
1318216874608,0,land
1323222124012,0,land
1314211916352,0,land
1323222137299,0,land
1315213585363,0,land
1318217126782,0,land
1319218050553,0,land
1316214986349,0,land
1314213079155,0,land
1316215756382,0,land
1315213541826,0,land
1323221741313,0,land
1319218415267,0,land
1315214335818,0,land
1318217416635,0,land
1315214215511,0,land
1321220412934,0,land
1324222423473,0,land
1324222961930,0,land
1318217055413,0,land
1314212394288,200,land
1324222848537,0,land
1322220807958,0,land
1314212390708,0,land
1322220880595,0,land
1323222041978,0,land
1314212960025,0,land
1318216952679,0,land
1315213716234,0,land
1318216694467,0,land
1318217040082,0,land
1323222307439,0,land
1321219792557,0,land
1319218532164,0,land
1319218503718,0,land
1318217440787,0,land
1316215374289,0,land
1317215813472,0,land
1314212863296,0,land
1317216113757,0,land
1320219221621,0,land
1319217665811,0,land
1321219829823,0,land
1320219414719,0,land
1323222314799,0,land
1320218811343,2,land
1324223191762,0,land
1322221503889,0,land
1322221021823,35,land
1323221878489,0,land
1319219302876,0,land
1321220076929,0,land
1314212423343,0,land
1317215909615,0,land
1323221775909,0,land
1317216053672,0,land
1322220796775,0,land
1314212607713,0,land
1320218801379,0,land
1314212556765,0,land
1320218747917,0,land
1321219719491,0,land
1317216376665,0,land
1315214109415,0,land
1315214111736,0,land
1314212845857,0,land
1319218486759,0,land
1319221472006,0,land
1319218515524,0,land
1321219785755,0,land
1324223082165,0,land
1315213891260,0,land
1315214170591,0,land
1323222044137,0,land
1323221556044,0,land
1322221283157,0,land
1319218412993,0,land
1323221636552,0,land
1323221684398,0,land
1317215830389,0,land
1317216513186,0,land
1324222862450,0,land
1314213044074,0,land
1319217869926,0,land
1317216317851,0,land
1320218674986,0,land
1317215919123,0,land
1314212501377,0,land
1318216818219,0,land
1322221472347,0,land
1319218263616,0,land
1316216972113,90420,land
1318217301605,0,land
1316214979318,0,land
1316215455597,0,land
1318217159502,0,land
1314213011859,0,land
1322220766137,0,land
1314212509018,0,land
1324222772319,0,land
1320218908073,0,land
1319217836093,0,land
1320218825457,0,land
1316215067632,0,land
1322220911491,0,land
1317216255125,0,land
1321219828744,0,land
1317216373605,0,land
1316215446220,0,land
1317217545971,0,land
1316215033857,0,land
1316215769062,0,land
1314212918953,0,land
1314212737884,0,land
1314213031863,0,land
1315213909308,0,land
1324223159803,0,land
1324222681607,0,land
1318216984791,0,land
1317215995275,0,land
1315214193070,0,land
1315213760515,0,land
1319218289306,0,land
1320219279193,0,land
1324222813483,0,land
1320219224906,0,land
1315213929108,0,land
1314213104375,0,land
1322221016177,0,land
1315214227629,0,land
1320218962710,0,land
1324222555688,0,land
1321220082376,0,land
1324222800346,0,land
1316216627974,0,land
1317216117061,0,land
1321220348205,0,land
1314212514754,0,land
1319220607081,0,land
1314212322414,0,land
1324222410502,0,land
1319217757525,0,land
1318216911533,0,land
1322221071842,0,land
1320218674202,0,land
1316215381195,0,land
1316214998383,0,land
1321220164382,0,land
1321219668656,0,land
1322221469707,0,land
1315213930656,0,land
1324223023108,0,land
1322221328038,0,land
1322221434754,0,land
1316215771181,0,land
1318217158930,0,land
1321220015364,0,land
1318218642763,0,land
1322220729887,0,land
1324222559825,0,land
1319217933112,0,land
1323222116131,0,land
1323222149104,0,land
1319217848555,0,land
1320220589713,0,land
1323221560319,0,land
1314212451761,0,land
1319218307039,0,land
1314211924117,0,land
1322221504830,0,land
1323222338663,0,land
1316215298910,0,land
1314212555938,0,land
1314213079130,0,land
1315214203477,0,land
1316215040546,0,land
1315213839121,0,land
1318217493206,0,land
1315213983380,0,land
1314212652693,0,land
1323221625371,0,land
1317216138356,0,land
1314212347785,0,land
1314212610885,0,land
1315213685629,0,land
1316215176342,0,land
1318218071266,0,land
1323222574333,0,land
1323221823949,0,land
1318217420342,0,land
1323222062299,0,land
1321220284246,0,land
1319217837400,0,land
1321220109058,0,land
1321222367789,0,land
1321220516088,0,land
1323221895168,0,land
1320218840116,0,land
1318217331038,0,land
1323221642109,0,land
1315214230765,0,land
1319217978055,0,land
1324222987099,0,land
1324223120039,0,land
1322221322542,0,land
1322220765616,0,land
1323221649472,0,land
1316214965004,0,land
1319217950144,0,land
1321220552816,0,land
1314212927216,0,land
1323221768904,0,land
1315214449819,0,land
1321219880073,5594,land
1317216149435,0,land
1316215390220,0,land
1315214161111,0,land
1317216433742,0,land
1321219839824,0,land
1324222981882,34000,land
1314212465140,0,land
1316215662824,0,land
1315213940253,0,land
1315213984139,0,land
1324222496489,0,land
1321220123133,0,land
1323222137768,0,land
1318217547381,0,land
1320218747956,0,land
1320218887002,0,land
1319218263628,0,land
1323222323558,0,land
1315214442535,0,land
1319218206670,0,land
1323221916950,0,land
1317216318764,0,land
1316215384569,0,land
1317216385690,0,land
1315213592569,1,land
1318216910430,0,land
1314213027461,0,land
1316214963579,0,land
1314212551093,0,land
1316215394851,0,land
1317216254704,0,land
1324222711234,0,land
1322221355872,0,land
1321220463121,0,land
1315213230927,0,land
1324222856647,0,land
1322220697369,0,land
1320218609574,0,land
1319218467583,0,land
1323221560218,0,land
1316215717442,0,land
1315214249916,0,land
1314212536294,0,land
1314212491322,0,land
1316215005366,0,land
1317216129585,0,land
1316215539406,0,land
1322220898795,0,land
1318217305681,23191,land
1321219750167,0,land
1315214308482,0,land
1317216601221,0,land
1315214215182,0,land
1319217772348,0,land
1319218464725,0,land
1314213006493,0,land
1315214377867,0,land
1314212324469,0,land
1314212848939,0,land
1317215934124,0,land
1324222473528,0,land
1320218964056,0,land
1314212471395,0,land
1319217705514,0,land
1317216009163,0,land
1316215295142,0,land
1315213753193,0,land
1314212786091,0,land
1324222923029,0,land
1314212535266,0,land
1321221489204,0,land
1317215881739,0,land
1317216637811,0,land
1314212610935,0,land
1317216435800,0,land
1317216279442,0,land
1318217449014,0,land
1314212636676,0,land
1314212437279,0,land
1314212797296,0,land
1318217760610,0,land
1319218059350,0,land
1319217760572,0,land
1316215753334,0,land
1319217825227,0,land
1323222104402,0,land
