document_control_number,total_release,medium
1321219469739,1,air
1320220657492,560,air
1317216000430,0,air
1315213965876,50,air
1316215037843,5,air
1323222337990,10,air
1323221975903,0,air
1319217730720,198,air
1320219242649,29033,air
1321220302335,10,air
1324222853436,0,air
1323221548629,0,air
1314212878526,0,air
1318219430927,0,air
1322221112319,5,air
1314212501047,130,air
1323222295228,445,air
1314213121813,0,air
1315213962398,0,air
1314213104781,5,air
1318217139411,67200,air
1314212322349,0,air
1314213183888,255,air
1315214459113,322,air
1316214987442,10970,air
1323222381915,137,air
1323222092470,2345,air
1321220512394,0,air
1320218679330,1596,air
1322221188600,3437,air
1320218865842,58,air
1315213629621,0,air
1322222301830,410,air
1314212847899,2637,air
1316215200116,1731,air
1317215942335,0,air
1321220140887,52459,air
1316215027095,41792,air
1315214509263,0,air
1323221751403,239,air
1324222473706,1,air
1314212390001,0,air
1323221538756,0,air
1324223141957,87000,air
1321220257137,10444,air
1318216786994,31,air
1321220627069,10,air
1322221046788,0,air
1324222720753,0,air
1323221954997,30566,air
1314212906440,0,air
1314212943373,10066,air
1322221449768,2140,air
1315214266013,1000,air
1319218207520,0,air
1315214417127,0,air
1319218529372,13640,air
1322220984811,0,air
1315213962335,2756,air
1324222980878,0,air
1320218667424,0,air
1324222494015,1,air
1315214025468,3491,air
1319217771652,145,air
1316215184300,0,air
1315214277117,0,air
1316215114846,2,air
1316215161530,0,air
1319218353009,0,air
1314212803643,1000,air
1317216579944,57102,air
1314212937965,0,air
1324222522106,29546,air
1317216251470,1783,air
1319217971771,2290,air
1315213858018,0,air
1321220641221,0,air
1324222757294,0,air
1317216433779,264,air
1318217149119,12,air
1319218454205,12052,air
1317215831367,0,air
1323221534050,0,air
1317216335113,0,air
1315214264780,2773,air
1321219688672,3263,air
1323221644279,3258,air
1320218653069,5,air
1321220542791,267,air
1320219001120,0,air
1316215289733,11739,air
1314212932406,2412,air
1324222856318,0,air
1322220779882,0,air
1322221371382,786,air
1320218932388,109,air
1316215534696,1,air
1321220562868,0,air
1315213700735,5,air
1319217848567,0,air
1324222673954,0,air
1319217666650,0,air
1315213969090,0,air
1318217383342,9217,air
1318217402585,0,air
1314212647731,2,air
1324222598106,80756,air
1318216675165,128,air
1318217282387,2,air
1314212646715,0,air
1320219001548,1,air
1314213031622,613,air
1314212322251,0,air
1315213615786,2065,air
1323222070892,3,air
1320218624854,680,air
1317215820616,0,air
1320219374752,7,air
1316215023526,210,air
1314212647756,5,air
1314212900068,0,air
1317216454850,0,air
1316215015342,130,air
1322221434739,13,air
1317216117200,6294,air
1323223208733,16705,air
1317216369049,0,air
1316218598833,850,air
1320219295639,1,air
1318216858732,206,air
1317216010936,20,air
1318216725566,0,air
1321219610348,0,air
1314212877308,341,air
1315214006379,5,air
1315214203491,1,air
1316215205422,1622,air
1324222879280,1410,air
1321219985569,933,air
1320218750178,0,air
1324222902785,1949,air
1315213689336,0,air
1316215034226,0,air
1322221338801,0,air
1323221674765,0,air
1314212335931,0,air
1316215362157,51059,air
1324222982252,0,air
1322221339930,1,air
1315214203465,2,air
1316214926964,1,air
1324222603969,0,air
1322221396447,0,air
1319218449078,15883,air
1315213557679,10,air
1321221534579,41,air
1314213072539,57,air
1322221059912,178,air
1316215462730,0,air
1321220390443,0,air
1316214971879,0,air
1321219812272,3092,air
1319218110260,7,air
1320219394259,443,air
1319217968205,3154,air
1322220705673,23659,air
1317215970652,0,air
1324222681619,4495,air
1317215943251,0,air
1324223034657,0,air
1317215842081,2,air
1320219391719,0,air
1314214919060,2,air
1317216373884,0,air
1315213210154,294920,air
1314212427138,323,air
1323221983063,611,air
1315213617564,0,air
1320219054222,19,air
1322220687990,0,air
1320218619195,13,air
1321220325714,0,air
1319217861537,5,air
1324222800486,250,air
1316214898114,1468,air
1321220425401,10,air
1315213633264,14700,air
1324222594816,0,air
1320218813970,2486,air
1317216402661,42,air
1318217074069,250,air
1317216234272,9,air
1314212694766,0,air
1323221544327,0,air
1323222078800,0,air
1315214112056,0,air
1314212576514,2450,air
1314212488237,237,air
1315213772888,10,air
1316215742077,8,air
1323221821426,36,air
1321220490268,500,air
1315213841897,7,air
1316215362169,11,air
1315213791775,1957,air
1315213926088,470,air
1315214381737,0,air
1317216129407,0,air
1323221534542,500,air
1315214257026,0,air
1320218831586,0,air
1314212368563,14665,air
1316215092572,255,air
1319218300402,10,air
1321219468814,85,air
1321219529171,53701,air
1319218011017,295,air
1321219919469,250,air
1315214357550,500,air
1319218576852,0,air
1314213021328,0,air
1318217630021,292,air
1314213076868,40,air
1323221747708,117,air
1320219170747,1119,air
1314212637995,1,air
1317216269718,0,air
1320219212750,250,air
1322220732453,28,air
1321219673732,0,air
1315213557655,10,air
1324222851432,0,air
1323221550825,250,air
1323221664636,315,air
1321220452635,260,air
1324222411098,1692,air
1315214059990,255,air
1324222563645,0,air
1323221824156,0,air
1324222578989,0,air
1316215474127,620,air
1323221650512,0,air
1320218750154,0,air
1314214973378,14204,air
1314212920666,13600,air
1324223106042,18305,air
1314212943462,17,air
1318218636835,1,air
1317216604900,0,air
1320219374788,0,air
1314212551372,0,air
1314212555977,2031,air
1316214978658,0,air
1316215027006,250,air
1324222473516,2237,air
1319217966973,0,air
1322220663429,0,air
1321219600362,21,air
1316215201839,0,air
1320219109749,9580,air
1324222423345,0,air
1321220452650,6767,air
1315214015315,0,air
1314212674129,416,air
1317216208746,458,air
1315214256467,214,air
1315214357648,10,air
1314212471940,10,air
1316215390814,0,air
1321219815800,6,air
1320219134665,4591,air
1320219140086,266,air
1314212325132,10,air
1319218588756,31212,air
1319217791627,378,air
1316215719737,0,air
1324222598219,8275,air
1315213847864,1,air
1320219342894,4660,air
1316215390511,74374,air
1314212858791,5,air
1323221629025,0,air
1324222858223,0,air
1321219654288,0,air
1323222286041,40,air
1320219002730,85,air
1324222469088,4248,air
1316215534658,0,air
1322220935997,0,air
1315214009969,0,air
1315214191886,0,air
1322220799617,609,air
1324222453969,2,air
1324222848929,0,air
1315214417230,5,air
1319217782147,0,air
1320218781591,14,air
1324222750958,20785,air
1324222712198,5652,air
1320218734871,0,air
1321220297725,14,air
1318220625990,0,air
1323222395384,52,air
1318217199557,2248,air
1316215549128,0,air
1316215023476,148,air
1323221836404,0,air
1318217444936,15,air
1318218160315,5,air
1320218787846,1000,air
1316215054519,11638,air
1314212386686,10207,air
1314212549190,10,air
1316214977934,23,air
1316215531029,27,air
1324222602260,0,air
1324222675454,25,air
1319218313474,0,air
1320219268606,0,air
1322221467006,9225,air
1324222430795,4275,air
1324222561615,4,air
1314212320853,0,air
1315213762343,30,air
1314212498517,0,air
1324222987087,509,air
1315213643063,6,air
1324223153800,0,air
1320219224185,1369,air
1321220554087,0,air
1318217091178,0,air
1322220707537,0,air
1315214061069,1592,air
1324223010404,1,air
1322220677759,0,air
1316215044227,284,air
1324222910770,17,air
1315213839133,8042,air
1323222273652,22436,air
1323222221602,232,air
1323223228317,0,air
1320219290057,82,air
1321222524201,500,air
1321220443550,755,air
1321219719414,0,air
1316215018932,0,air
1321219762945,0,air
1320218885046,43,air
1315214390270,0,air
1314213027446,1964,air
1315214331530,774,air
1319218236887,0,air
1315214089017,0,air
1315214436711,255,air
1318216777971,24500,air
1318216830063,12800,air
1316215552163,10,air
1321220027419,533,air
1316215205410,603,air
1323221540040,111,air
1315214250286,0,air
1315214147896,142,air
1324222835338,500,air
1323221714619,250,air
1316214908764,10,air
1314211899214,0,air
1314213104843,0,air
1323221684158,0,air
1319218562508,0,air
1319218398651,0,air
1314212342947,0,air
1314212679726,12734,air
1324223134836,0,air
1317220606507,1075,air
1323222103362,17,air
1324222583231,0,air
1315214278018,17474,air
1321222083925,0,air
1315213873262,4701,air
1324222437853,0,air
1322221082276,0,air
1317216031690,0,air
1319218350561,100,air
1324222416378,111,air
1323221846759,20600,air
1324222734055,0,air
1317216058610,771,air
1315214106484,10,air
1315213732290,114650,air
1314212364741,1217,air
1316215587256,0,air
1315214105025,1000,air
1322221336959,0,air
1314212528069,42,air
1317216895490,19,air
1322221155118,1514,air
1322220969481,15301,air
1314212391763,88,air
1314212862991,718,air
1315213900273,752867,air
1316215554217,9100,air
1316215604733,87,air
1315215827686,37342,air
1314213025897,16993,air
1316214954455,226,air
1322220841466,0,air
1321219879210,10,air
1324222980322,3648,air
1324223165958,0,air
1314212630394,37696,air
1315213984154,102,air
1324222578991,0,air
1315214247266,9,air
1316214917926,500,air
1314212666212,0,air
1314212674131,26,air
1320218624068,3100,air
1314213100009,0,air
1316215321771,4758,air
1320219341068,10,air
1315213678269,2,air
1316215065210,0,air
1317215957263,49,air
1320218865792,391,air
1322220978516,0,air
1324223058518,0,air
1323221668926,15,air
1318217152471,4,air
1315213699123,0,air
1321220222323,5,air
1320219203849,352,air
1324222437093,10060,air
1314212953956,0,air
1316215016015,17474,air
1315215827585,30519,air
1315214425872,5,air
1314212696316,21044,air
1317216289482,0,air
1315215075781,0,air
1315213962386,14,air
1321220660955,61601,air
1314212426389,0,air
1314212641688,200208,air
1316215694821,10,air
1314212637944,5,air
1321219783798,4,air
1318217060235,0,air
1314212403291,0,air
1318216912838,0,air
1318216747182,0,air
1319217629120,12891,air
1314212440263,15,air
1324222682142,2298,air
1314212878730,5,air
1322221371370,269,air
1323221609860,0,air
1322221399746,3,air
1318216709788,255,air
1322220656540,155,air
1314213003736,0,air
1316214949188,3,air
1321219577804,535,air
1318216926182,500,air
1314212942054,0,air
1322220732818,255,air
1315213716259,269,air
1315213950153,1,air
1323221944313,15,air
1317216539128,0,air
1324222986996,1328,air
1314212779589,0,air
1314212829206,123,air
1321220607182,1414,air
1321219857366,52441,air
1315213716374,8565,air
1316215079904,10,air
1321220041937,0,air
1323222346672,0,air
1314212499723,16580,air
1321219931589,0,air
1314212881458,46,air
1321219601945,10,air
1320219236674,7390,air
1324222746226,4,air
1321220552828,2953,air
1320218825444,15707,air
1314212932230,6969,air
1320218906182,0,air
1320219146267,1982,air
1321219662640,0,air
1322221479355,250,air
1320222367272,1,air
1319217825355,0,air
1315214006330,5,air
1316215401694,1,air
1316215709902,10,air
1316215251505,13072,air
1317216013829,268,air
1322220674194,0,air
1324223228495,1,air
1314212679361,6188,air
1315213645017,4356,air
1314212670273,2,air
1314212669384,0,air
1324222413597,0,air
1323221681517,41915,air
1324223165147,0,air
1321219984186,5881,air
1320218888307,35,air
1315214367447,3746,air
1322221384579,3151,air
1322220663239,0,air
1321219728072,51977,air
1316214900019,271632,air
1322221441328,4167,air
1320219278138,40,air
1320219386291,10,air
1318217218647,2834,air
1314211928270,1,air
1316215290747,1880,air
1321219935830,98,air
1315214184780,10,air
1317215972504,0,air
1323221823937,0,air
1315213904093,39,air
1317215988700,15,air
1318217505698,81,air
1322221155169,5162,air
1323221816717,0,air
1321219704626,104,air
1320218863330,0,air
1315214314736,18,air
1323221651868,147,air
1315213592571,4,air
1316215120318,1000,air
1323222070880,4348,air
1323221577099,1,air
1323221772015,0,air
1322220803783,262,air
1314212556029,5,air
1323222354452,255,air
1315213937295,1999,air
1316215310335,255,air
1314212712549,22,air
1324222418182,0,air
1324222808887,0,air
1321220282382,15,air
1321221498088,3,air
1319218244592,255,air
1323221537273,0,air
1317216148763,514,air
1315214384758,332,air
1317215973191,0,air
1315214074130,20,air
1315213661996,20,air
1324222458731,0,air
1321220259978,255,air
1323222044048,1,air
1321219853417,0,air
1323221900766,1,air
1321220660930,4,air
1322221433598,11,air
1319218454039,9,air
1319218344998,922,air
1316215253206,691,air
1322220920425,55317,air
1315214392627,22,air
1314212695403,0,air
1319218395960,0,air
1314212330322,377,air
1322220639722,0,air
1320219343629,5,air
1316215782071,255,air
1322221349576,77,air
1316215020456,0,air
1320222370621,0,air
1316215454570,0,air
1315214356711,233,air
1317215918576,0,air
1318216913855,11464,air
1314212772293,0,air
1316218160291,5,air
1316215102536,0,air
1321220091464,0,air
1322220830172,7,air
1323222154460,408,air
1319218206694,3,air
1315213907393,500,air
1315215816455,1152,air
1317215971324,17,air
1314212724468,0,air
1318216867667,0,air
1324222704114,5,air
1321221565272,44,air
1315213979774,43,air
1316215027032,500,air
1319217769165,250,air
1322220858221,509,air
1324222677268,0,air
1322221058668,115,air
1315214339285,1704,air
1314212542296,1,air
1315213672862,0,air
1314212711838,15312,air
1321219469018,5000,air
1324222972376,2,air
1316214922130,13632,air
1315214112068,72,air
1321220015477,0,air
1323221821465,0,air
1324222671152,1,air
1322221307349,10248,air
1314212777611,15641,air
1321219969704,0,air
1317216382150,32,air
1321219817285,82,air
1323221587328,1143,air
1321219864269,0,air
1321220109033,14,air
1323221642945,0,air
1315213624291,0,air
1314212687469,1808,air
1314212536799,0,air
1318217185053,21,air
1316215027044,12179,air
1315213241728,0,air
1314212944437,6066,air
1316215413220,0,air
1319218532176,3100,air
1315214104919,500,air
1314212536383,0,air
1319217707912,341,air
1314212478224,23,air
1314212637957,5,air
1314214937512,62846,air
1320218778569,324,air
1315213921176,0,air
1320218784647,0,air
1323222350884,0,air
1318217592157,6075,air
1322221126865,20170,air
1323221605177,1504,air
1318217450206,81,air
1318216954432,9,air
1322220780884,3787,air
1319217707924,8752,air
1317216380194,0,air
1318216835900,0,air
1319218206706,26,air
1317216440370,2277,air
1324223230879,0,air
1322221328091,35,air
1319218295727,8,air
1315214174411,775,air
1317215984117,0,air
1320218957037,1566,air
1316215037856,13,air
1316215477555,28945,air
1324222560082,342,air
1324223044494,0,air
1319218127987,1,air
1320218694192,1,air
1319218515536,79,air
1320218704688,0,air
1323221815400,10891,air
1324222502496,3,air
1322220917948,3,air
1319218474260,3244,air
1315213696659,2845,air
1324223047352,153,air
1324222469090,0,air
1323222198549,750,air
1315215179678,0,air
1319218051934,0,air
1317215995263,5,air
1320218873572,27,air
1321219892066,0,air
1319218058446,4040,air
1318216944999,2,air
1314212749218,1779,air
1318217630019,1235,air
1320218962722,2224,air
1315214361533,42871,air
1320218768214,1000,air
1316215094499,250,air
1317215808938,0,air
1320219072232,0,air
1317215923727,29002,air
1315213741681,150,air
1314212322364,0,air
1315214245918,0,air
1320218724591,0,air
1316215541069,0,air
1320218759330,50039,air
1314212471383,661,air
1318216687362,0,air
1320219159959,2360,air
1314212737643,2632,air
1319218003566,0,air
1314212589915,41,air
1315213705623,5,air
1315214382451,5641,air
1321220377170,1,air
1320218834529,40,air
1322220715054,419,air
1321219820305,0,air
1323222286003,10,air
1322221273701,500,air
1322221327986,0,air
1319218346536,117548,air
1321219708221,0,air
1322221460177,0,air
1319219469463,0,air
1317216297438,156,air
1324222924211,34,air
1316215067620,16783,air
1315214061095,17531,air
1320218865653,558,air
1318217353616,5294,air
1319218244578,0,air
1321219454319,0,air
1315213874593,1500,air
1319218120246,1251,air
1318216928251,0,air
1318217442565,0,air
1315214464962,0,air
1315213704947,0,air
1324222715094,0,air
1323222351571,0,air
1314211959440,1897,air
1315214235386,0,air
1323222318420,0,air
1321219596754,936,air
1321220473704,2,air
1320219176979,3621,air
1322221447687,12244,air
1315213731425,1009,air
1320219174784,0,air
1316216640779,0,air
1319218198962,245,air
1314212453070,1324,air
1315214006165,10,air
1320219214145,255,air
1318216952693,32,air
1322220678635,13,air
1319218270142,5,air
1315214420806,0,air
1324222784276,3755,air
1320219380185,0,air
1316215761293,0,air
1317216601967,180,air
1323221686759,0,air
1316215020049,0,air
1320218704308,2,air
1323221841834,1,air
1314212608424,0,air
1315213656251,0,air
1317216435774,0,air
1315214155590,500,air
1322221018310,255,air
1314212573671,0,air
1314212933283,46,air
1321220659534,10,air
1315214223455,96,air
1321220316020,0,air
1318216786602,1,air
1324222962490,0,air
1322221380658,3731,air
1317215815541,8842,air
1317215988698,2,air
1315214193094,25,air
1315213880990,1267,air
1323222432243,20729,air
1314212698423,1,air
1317215931902,5,air
1324223052883,61,air
1314212335766,10,air
1316215074232,255,air
1315214249930,5,air
1322221115470,10089,air
1322220969505,335,air
1324222913838,68,air
1320218784635,0,air
1316215394913,0,air
1324222981286,0,air
1321220163772,0,air
1323222345819,0,air
1322221565880,0,air
1317215830353,250,air
1322221336148,27516,air
1316217685472,0,air
1319219407119,9144,air
1320219396847,0,air
1321219667882,4,air
1316215032222,2127,air
1322220749992,92,air
1314218588681,34465,air
1316215087925,667,air
1319217814300,1,air
1317216458366,17129,air
1316215136211,1,air
1316215368616,1,air
1317216513198,0,air
1324222576542,0,air
1315218523506,0,air
1317216138368,0,air
1324222459087,14,air
1314212860783,225,air
1320218899957,0,air
1324222980866,962,air
1314212547246,11806,air
1322221111634,0,air
1320218802460,0,air
1315215310970,692,air
1314212396473,6453,air
1314213019538,1,air
1314213971599,6,air
1318217209838,0,air
1323221535139,5,air
1318217137456,10,air
1321220412720,908,air
1322220978199,3,air
1315213736768,0,air
1315214029605,0,air
1314212702652,0,air
1315213632779,255,air
1317216068419,10,air
1321220523385,10,air
1323222170589,183,air
1316215007220,41844,air
1324222911048,2,air
1323221713441,8,air
1314211931480,12800,air
1315213701600,881,air
1314212728493,617,air
1320218865780,464,air
1315214385306,0,air
1323221648052,49600,air
1323221959873,7684,air
1318217454572,0,air
1316215472679,9900,air
1319218273439,4769,air
1317215809765,0,air
1322220806943,1,air
1320218637130,17048,air
1315214110710,250,air
1323222154559,15,air
1321220468716,0,air
1316215381411,22,air
1316215580123,48,air
1323221624113,0,air
1319217965654,0,air
1316215366206,16065,air
1320218865691,5659,air
1314212718112,0,air
1314212873335,1336,air
1315213992136,63,air
1322220854754,0,air
1324223199656,2790,air
1315214418737,0,air
1314212545343,274,air
1315213857410,261,air
1319218014468,337,air
1321219468826,35,air
1317215813407,35,air
1320218655304,0,air
1319217909252,974,air
1322221083684,0,air
1321220008852,0,air
1315213604489,0,air
1322221395674,650,air
1314212887020,0,air
1315214406353,1103,air
1315213962412,239601,air
1317216498511,0,air
1322220666301,237,air
1322221461674,10270,air
1323221626258,0,air
1319218273124,3,air
1316215689961,670,air
1319218330330,0,air
1315217700160,0,air
1315215827700,23736,air
1323222333799,6,air
1320219226685,190,air
1324222893012,1,air
1320219275942,0,air
1314212369870,10,air
1323221596392,10540,air
1319218069490,10,air
1321220101986,0,air
1321220490751,839,air
1314211917113,2,air
1314212497414,5,air
1315214015479,5627,air
1315213235548,0,air
1315213940378,31960,air
1315213857372,7725,air
1314212859324,579,air
1316215044203,272,air
1322221294061,844,air
1323222011862,0,air
1315213861519,138,air
1323221643911,0,air
1323222239232,0,air
1321219767783,154,air
1322220861239,0,air
1322221461635,1650,air
1322221286065,165,air
1321220082388,33865,air
1315213193776,10,air
1321219515386,28800,air
1324223132147,64,air
1318216807812,0,air
1314212911667,531,air
1316215352725,0,air
1321219756994,500,air
1314212481042,27,air
1315213682281,8982,air
1319218574426,3035,air
1315213850023,500,air
1314212527143,0,air
1316215303583,0,air
1315214339234,121,air
1314212303693,3,air
1314212900144,849,air
1314213020338,10,air
1314213961865,0,air
1317216256545,250,air
1321219779117,0,air
1322221060395,11651,air
1322221100593,0,air
1317218456147,0,air
1324222746214,11,air
1323222387122,991,air
1315214412571,500,air
1314212498810,1,air
1319218066304,27,air
1315214260313,76,air
1320219054196,500,air
1321219919483,250,air
1321220520163,0,air
1321220291189,1,air
1321219779410,0,air
1317216385664,84,air
1319217838743,20,air
1317216458493,5,air
1318217280597,7209,air
1316215530989,20250,air
1316215586088,5722,air
1316215598830,1000,air
1314212663708,0,air
1319217611565,20414,air
1315213225269,3,air
1320218852263,12,air
1322221461561,0,air
1323221768839,0,air
1314212881522,28,air
1315213999218,825,air
1316215043504,0,air
1314212496780,0,air
1319218027009,3633,air
1320218819530,88488,air
1320219246093,0,air
1324222986921,2670,air
1320218599001,28708,air
1315214422255,30,air
1315214264246,320000,air
1315214027765,0,air
1320218813968,1204,air
1318217009479,250000,air
1314212428027,0,air
1315213640244,1,air
1320218765550,1,air
1314212555953,1085,air
1315213207475,3,air
1319218259760,10,air
1315214031914,111,air
1317216402685,18,air
1321220024917,167,air
1314212525695,0,air
1314212940480,2349,air
1319218032441,0,air
1323222137287,4,air
1323222228102,0,air
1316215727569,0,air
1323222258509,46,air
1321220494619,1672,air
1315217548890,5396,air
1314212916744,10920,air
1314212757583,9736,air
1314212414787,0,air
1315213872740,602,air
1315214456319,0,air
1317215816719,5,air
1315213533540,18188,air
1320219172259,618,air
1319218048003,0,air
1320219115589,13080,air
1317216466793,4045,air
1317216057063,0,air
1319218029902,0,air
1315214114795,39,air
1317215988066,524,air
1318216829349,6,air
1316215022690,58784,air
1324222514097,255,air
1316215442563,1039,air
1317216573600,0,air
1316215731047,0,air
1319218288153,954,air
1314212434219,35602,air
1318216834642,21600,air
1324222533921,12623,air
1319217740315,5,air
1315214432989,0,air
1317216438907,895,air
1318217507045,370,air
1314212530568,18361,air
1318216748741,0,air
1314212479188,23920,air
1323221710142,6,air
1324222620510,0,air
1314212803593,33800,air
1322221071499,0,air
1319217757513,5,air
1322220639847,0,air
1316214950469,1,air
1316215191851,9,air
1314211900915,0,air
1320219249481,0,air
1322221298856,0,air
1314212638922,14,air
1323222158560,0,air
1319217975820,10,air
1319218193302,1977,air
1315213184916,10,air
1315214256442,68,air
1315214006381,78,air
1316215224902,2,air
1318216980363,500,air
1320219270105,10,air
1324222437067,6564,air
1323222163685,142,air
1321219906435,160,air
1322221236019,0,air
1314212560181,36315,air
1320218732131,0,air
1316215089018,15375,air
1315213969102,0,air
1314212793780,255,air
1322221575083,0,air
1318222391486,27,air
1321219700150,0,air
1320218955639,1142,air
1320219394285,1110,air
1321219811419,110740,air
1314212321867,0,air
1314215788670,0,air
1324222468694,0,air
1324222868097,4003,air
1324222521611,451,air
1314212303871,5,air
1323221621079,0,air
1315214107664,1,air
1317215936117,24137,air
1315214401655,0,air
1321220389795,0,air
1315214394506,404,air
1321220116483,8581,air
1322220742415,385,air
1317215848363,147,air
1316215052731,0,air
1315214500910,250,air
1318216983508,29690,air
1319217898663,750,air
1315213831973,111,air
1314212557553,0,air
1322220870861,4,air
1320218776262,0,air
1323221712096,3750,air
1323221628884,271,air
1317215812470,49798,air
1317216163117,312520,air
1315213735653,13022,air
1316215028717,2,air
1321220135204,0,air
1314212505162,250,air
1315213619392,4529,air
1316215116688,220,air
1315214182673,3600,air
1315214189007,9064,air
1323221626688,9849,air
1324222542159,0,air
1321220520062,10,air
1322220703932,525,air
1316217712710,0,air
1317216289557,447,air
1319217851955,0,air
1314212763559,1681,air
1319217794369,0,air
1319218528610,10,air
1321219631429,2,air
1316216348843,11965,air
1315214091062,1399,air
1317215805829,0,air
1316215409133,8000,air
1316214972325,0,air
1315214009235,2280,air
1314214388795,21,air
1324222503551,11827,air
1323221643935,0,air
1318216705715,0,air
1315214213530,1,air
1319218504355,0,air
1321219677085,0,air
1317216279430,0,air
1323221974140,2587,air
1321220542803,10,air
1314212305015,2,air
1314212325334,5937,air
1314212553731,172,air
1315213230915,0,air
1315214006417,14,air
1314212786040,6,air
1319218261271,0,air
1317216017400,50926,air
1318216776310,0,air
1315214220954,22,air
1316215328752,0,air
1322220816007,0,air
1316215445901,33079,air
1323222170591,72,air
1315214272700,1220,air
1317219407083,14782,air
1314212902581,0,air
1320219097351,17750,air
1314212826299,0,air
1314212979785,1,air
1314212655359,3101,air
1319217758578,6736,air
1319218210173,0,air
1317215820806,10,air
1319217809502,1,air
1319217828146,0,air
1320218998134,0,air
1324223174487,32541,air
1319217750367,140,air
1323222190567,0,air
1316215217833,2479,air
1324223166719,104695,air
1317215945369,0,air
1315213665211,0,air
1318217511207,34099,air
1315214341152,0,air
1314213071196,119,air
1314212974733,76,air
1315214048199,844,air
1321220300053,0,air
1321219828581,6,air
1317215933286,0,air
1320219296504,0,air
1320219337781,5,air
1317216432447,0,air
1320219112556,0,air
1314212886853,0,air
1318217339884,2,air
1316215219546,0,air
1316215491491,336,air
1316215342407,0,air
1322221032283,125,air
1320219375817,0,air
1321220277420,0,air
1323222004362,0,air
1323222271266,1726,air
1318217252586,373,air
1318216798076,1072,air
1322221420654,0,air
1321219635404,12,air
1315213685276,12740,air
1317216568889,7,air
1322220996413,13423,air
1322221441239,0,air
1322220794034,5,air
1322220830160,0,air
1323222348726,3005,air
1324222697082,500,air
1316215039850,0,air
1322220942965,240,air
1315213982174,10,air
1323221677343,10,air
1315213959517,10750,air
1314212450353,10,air
1314211928318,1,air
1323221623554,0,air
1317216616449,0,air
1317216464418,0,air
1315214252963,5,air
1314211883513,5,air
1315213701865,47225,air
1323221787854,69,air
1314212749345,0,air
1318217283581,255,air
1322220781330,0,air
1322220793780,1211,air
1320219258670,5,air
1322220982161,0,air
1321220389959,1848,air
1321220102572,10,air
1322220697332,47,air
1324222899510,366,air
1320218798421,46,air
1319218612238,2,air
1318217170950,10,air
1324222444566,14,air
1322220732224,3,air
1322220779399,10,air
1314212655258,10,air
1316215355417,0,air
1323222139937,42,air
1316215205509,0,air
1318216743157,49050,air
1320219168820,0,air
1318217282348,0,air
1316215128758,0,air
1317216270759,0,air
1316215075793,0,air
1323222044164,0,air
1323221988633,7505,air
1314213174547,13688,air
1322220640585,5,air
1320218736736,648,air
1322221071830,0,air
1322221380266,3620,air
1324222736528,6731,air
1323221664624,389,air
1317216425037,0,air
1318216788493,38482,air
1323221984343,1802,air
1319218573487,174,air
1323222175921,73436,air
1314212881926,0,air
1322220951457,0,air
1315213197270,338780,air
1318217181357,1507,air
1321219610312,0,air
1323221660513,2,air
1322221008143,0,air
1321219670674,0,air
1317216513174,0,air
1321220473779,0,air
1324223039811,0,air
1319217902814,0,air
1317216601500,0,air
1321219639679,0,air
1316215031131,3040,air
1315213743077,0,air
1315214187104,0,air
1322221461585,0,air
1314212962169,1500,air
1314213045483,1965,air
1317216617860,10,air
1317215882604,0,air
1316215531068,8,air
1314212601583,455,air
1322220765477,0,air
1322220851695,309271,air
1321220661666,0,air
1322221267077,0,air
1314212639494,350,air
1315213557010,0,air
1314212492324,0,air
1314212350829,0,air
1324222710319,0,air
1320218719906,0,air
1323221835438,507,air
1314213065028,0,air
1322220636676,0,air
1314212385153,25,air
1322221328026,0,air
1324222899231,152,air
1314212462319,4,air
1322221268105,3,air
1321220041875,5743,air
1321220142261,250,air
1317215930734,5368,air
1315214343422,0,air
1315213688169,6750,air
1314212634644,26910,air
1323221850415,0,air
1324222558076,5,air
1322221243456,11297,air
1323222011571,12,air
1324222418814,0,air
1315215653953,302,air
1319218412118,157,air
1321220301764,8846,air
1321219903566,0,air
1314212584205,0,air
1321219893575,77,air
1314213065168,255,air
1316215037159,1680,air
1324222567707,16,air
1322221390899,1600,air
1316215549155,5,air
1317216230476,45,air
1323221950342,1500,air
1319218044713,0,air
1321220375051,28,air
1320219234150,32895,air
1314212507139,5853,air
1319218481594,0,air
1322220810865,5,air
1314212996274,14,air
1322221237504,0,air
1314212943524,3732,air
1317216214460,1,air
1314212332670,5253,air
1316215044102,99,air
1317216122655,250,air
1318216790865,35880,air
1317216306757,4583,air
1314212446684,5901,air
1315214432953,2360,air
1321219666625,250,air
1318217021411,44,air
1322220669004,4965,air
1316215108717,0,air
1314212876888,1500,air
1324222584132,1,air
1322220650547,10,air
1321220015200,0,air
1319218031856,0,air
1322221139797,13091,air
1319218225706,0,air
1323221788250,107800,air
1315214298921,3210,air
1321219689991,5704,air
1314212776355,0,air
1324222963706,8842,air
1320218739478,14284,air
1323222430403,39535,air
1317216075376,250,air
1314212453334,0,air
1321220277469,1,air
1321220316018,0,air
1324222988572,12353,air
1315214370355,0,air
1321220471611,0,air
1315214393353,498,air
1317216247876,5,air
1315213231172,8424,air
1320218865665,3079,air
1315213969049,0,air
1320218845752,1235,air
1315214272686,12,air
1315213668318,17120,air
1317216549269,3603,air
1314212585057,0,air
1316215547643,7504,air
1321220395673,1,air
1315213865052,82,air
1322221080169,0,air
1319217962152,0,air
