document_control_number,source_reduction_activity_code,estimated_annual_reduction_code,activity_number
1324222426862,S41,R6,1
1316215731213,W56,R2,1
1320218765903,W19,R6,1
1314213563719,W29,R6,1
1318217305705,W19,R6,1
1319217705045,W19,R6,1
1316215046208,W78,R6,1
1317218160289,W19,R5,1
1319217629652,W29,R1,1
1319217738780,W19,R5,1
1319217710185,W52,R2,1
1314213022193,W58,R3,1
1324222711881,S21,R6,1
1314212312526,W71,R6,1
1314212423937,W50,R4,1
1314215788314,W13,R6,1
1322220641334,S42,R5,1
1320218616009,W29,R3,1
1322220800825,S06,R3,1
1314212313872,W74,R6,1
1314212804645,W13,R5,1
1323221677432,S33,R3,1
1315213940190,W19,R6,1
1319217707571,W29,R3,1
1322220666059,S42,R5,1
1324222413813,S35,R6,1
1322220697318,S05,R6,1
1316215559889,W19,R6,1
1316215713102,W19,R6,1
1317216566455,W50,R5,1
1318216958672,W13,R6,1
1319218238386,W58,R3,1
1314212985992,W58,R5,1
1320219089315,W13,R5,1
1314212980712,W13,R5,1
1321219602594,S44,R6,1
1316218617037,W52,R2,1
1318216708026,W29,R1,1
1314212406250,W35,R2,1
1323221987023,S24,R3,1
1317219298383,W13,R5,1
1321220642209,S44,R6,1
1314212442937,W13,R5,1
1320219275955,W51,R5,1
1322221016191,S21,R6,1
1319218192615,W50,R5,1
1321220153579,S25,R6,1
1321219715707,S34,R5,1
1314212891117,W19,R6,1
1320219199662,W52,R2,1
1314212757278,W32,R6,1
1318217041589,W82,R2,1
1320219209715,W81,R1,1
1319218632230,W68,R2,1
1316215342813,W74,R6,1
1322221032194,S03,R5,1
1317215909553,W24,R6,1
1321220471674,S35,R6,1
1321220499469,S21,R6,1
1322221433105,S24,R5,1
1314212975926,W13,R5,1
1314213084205,W13,R6,1
1314212377624,W13,R6,1
1315215827635,W52,R6,1
1315213926850,W71,R5,1
1320219382936,W64,R6,1
1317217672272,W19,R6,1
1316215584881,W19,R2,1
1322221058478,S35,R4,1
1324222938627,S23,R2,1
1321220593040,S33,R5,1
1318218071278,W49,R2,1
1321220041988,S25,R6,1
1315213701889,W52,R4,1
1319218184000,W43,R4,1
1323222137756,S42,R6,1
1315214399851,W58,R2,1
1316214998142,W49,R4,1
1317215909591,W19,R5,1
1316215711641,W13,R6,1
1318217139385,W42,R6,1
1324222776686,S21,R6,1
1316215573015,W19,R5,1
1314212846493,W13,R4,1
1319217841206,W51,R2,1
1316215370281,W19,R6,1
1314212345348,W14,R4,1
1314212737581,W13,R6,1
1317218588705,W14,R6,1
1323222364693,S03,R1,1
1318217457821,W58,R3,1
1321221498330,S25,R6,1
1315218598908,W74,R6,1
1316215167812,W21,R3,1
1315213684638,W13,R3,1
1321219645518,S25,R2,1
1316215205384,W13,R6,1
1314212390429,W19,R5,1
1319218556761,W29,R5,1
1324222949923,S03,R3,1
1315214331340,W13,R6,1
1315214264362,W58,R2,1
1318221497973,W82,R6,1
1324222893137,S35,R6,1
1318216679264,W89,R5,1
1322220684967,S02,R1,1
1317215947300,W66,R5,1
1315213673054,W13,R5,1
1315214371914,W52,R2,1
1314212545331,W32,R6,1
1319218160339,W19,R5,1
1319218358442,W52,R2,1
1322221369085,S44,R6,1
1324222770859,S04,R2,1
1315214339145,W13,R6,1
1316215006230,W42,R5,1
1314212846772,W52,R6,1
1314212652933,W32,R2,1
1316215770431,W74,R6,1
1315214291611,W13,R6,1
1314211925134,W39,R6,1
1318217108505,W42,R6,1
1321221471927,S32,R6,1
1314212684652,W13,R6,1
1323221530052,S21,R6,1
1322221062868,S21,R5,1
1322220898807,S44,R5,1
1324223018603,S24,R5,1
1322222381713,S21,R5,1
1321220116166,S25,R6,1
1322220636361,S44,R6,1
1323221539986,S35,R6,1
1314212558136,W15,R5,1
1321220277432,S35,R6,1
1322220642060,S21,R6,1
1323221626548,S06,R6,1
1314213627680,W51,R5,1
1317216421457,W13,R6,1
1321220471635,S35,R5,1
1318217316456,W13,R6,1
1317215828106,W72,R6,1
1317215852031,W32,R6,1
1314212310748,W19,R4,1
1316215574359,W19,R1,1
1323222022434,S21,R6,1
1322220648125,S03,R3,1
1324222514580,S14,R6,1
1321219630819,S35,R6,1
1321220303693,S03,R1,1
1318216947945,W29,R4,1
1318217187107,W56,R6,1
1318218367528,W84,R6,1
1320219244682,W51,R3,1
1322220776823,S24,R4,1
1314212782787,W32,R6,1
1315213581337,W33,R6,1
1324222469114,S21,R6,1
1324222681951,S21,R6,1
1323221623705,S11,R5,1
1319218138028,W82,R5,1
1322220898771,S44,R5,1
1322221467994,S11,R2,1
1315213995261,W19,R4,1
1319217984929,W13,R6,1
1324222878934,S41,R5,1
1322221071855,S41,R6,1
1321219860259,S11,R5,1
1322220933079,S04,R5,1
1316215297298,W58,R6,1
1314212841795,W89,R6,1
1319218089151,W61,R6,1
1314212490647,W58,R6,1
1319218115436,W52,R6,1
1316215668094,W13,R6,1
1318217282363,W50,R5,1
1321219613837,S44,R6,1
1322221113160,S21,R6,1
1317215899485,W71,R6,1
1321220660942,S21,R6,1
1316215774884,W14,R6,1
1317216499982,W13,R5,1
1322220824419,S41,R6,1
1315213572100,W19,R6,1
1324222559623,S21,R6,1
1323221560384,S23,R6,1
1317216293872,W22,R4,1
1323222044149,S35,R6,1
1324222940342,S44,R6,1
1324223145513,S23,R2,1
1314212501011,W42,R6,1
1316215754250,W19,R6,1
1319217978079,W56,R2,1
1323221997378,S24,R5,1
1321219890365,S44,R2,1
1321220187367,S42,R5,1
1316218598922,W58,R2,1
1323222228025,S21,R3,1
1322221441254,S35,R6,1
1321219770765,S44,R6,1
1320219055100,W41,R4,1
1323222341556,S11,R6,1
1321219773557,S03,R2,1
1323221580830,S35,R3,1
1315213732252,W13,R5,1
1323221933450,S21,R6,1
1324222679007,S35,R6,1
1323221664612,S21,R6,1
1316215671367,W50,R5,1
1314212727022,W39,R6,1
1315214229193,W82,R5,1
1314213029477,W13,R6,1
1323221724952,S35,R6,1
1314212440073,W71,R5,1
1316215381397,W13,R3,1
1318217336243,W13,R5,1
1314212403303,W39,R5,1
1322221261720,S44,R6,1
1314213125990,W39,R6,1
1318216946703,W58,R6,1
1323221821438,S21,R6,1
1320218682856,W58,R6,1
1315213666175,W13,R6,1
1318217183019,W19,R6,1
1314212372369,W49,R4,1
1324222576579,S21,R6,1
1315214052324,W42,R2,1
1321220140065,S04,R3,1
1314214973428,W13,R6,1
1319218568121,W29,R6,1
1320221489483,W13,R2,1
1320218847477,W58,R5,1
1319218268959,W71,R5,1
1319218276412,W32,R6,1
1315213860380,W49,R5,1
1319218447201,W19,R5,1
1322221384581,S03,R4,1
1319218326623,W58,R6,1
1324223206184,S21,R3,1
1314212953881,W13,R6,1
1315213716095,W52,R3,1
1323222329082,S21,R6,1
1323222136828,S44,R6,1
1318216727711,W89,R2,1
1320218940587,W78,R4,1
1320219359181,W13,R6,1
1319218378533,W19,R6,1
1318217041045,W81,R2,1
1322221468236,S06,R6,1
1318217383355,W19,R6,1
1317216114809,W14,R5,1
1314212703716,W89,R6,1
1314212324370,W21,R5,1
1315213950177,W19,R6,1
1316215544949,W50,R5,1
1315214339158,W13,R6,1
1324222759084,S34,R6,1
1324223123769,S21,R6,1
1316215117906,W58,R4,1
1321219601008,S35,R4,1
1316215129913,W21,R6,1
1315214423319,W58,R5,1
1322220787396,S35,R3,1
1315213641816,W53,R2,1
1317215948593,W42,R3,1
1320219395997,W52,R2,1
1321219680624,S06,R6,1
1315214416036,W58,R3,1
1315213984141,W51,R3,1
1320219171461,W58,R3,1
1321219697923,S21,R6,1
1315214104996,W19,R6,1
1324222650741,S24,R6,1
1322221507445,S11,R6,1
1321220116521,S21,R6,1
1324222800649,S35,R5,1
1319217968801,W19,R6,1
1317215997875,W19,R6,1
1319218082790,W64,R5,1
1316215390547,W58,R6,1
1321219644679,S25,R2,1
1316215023488,W32,R4,1
1320220217929,W39,R6,1
1323221628542,S21,R2,1
1315213819889,W89,R4,1
1314212321273,W52,R4,1
1318220606988,W21,R6,1
1316215670643,W13,R6,1
1324222553125,S04,R6,1
1324222851622,S06,R1,1
1324222424347,S14,R6,1
1323221844816,S24,R5,1
1317216234714,W19,R6,1
1319218069502,W19,R5,1
1320218958066,W19,R3,1
1322220838155,S23,R6,1
1315213696646,W42,R6,1
1314212637526,W31,R6,1
1319217760584,W36,R6,1
1321220167769,S24,R6,1
1314212504486,W13,R6,1
1318217819438,W58,R6,1
1317216180822,W42,R6,1
1314212943409,W39,R6,1
1314212997579,W13,R5,1
1324222899522,S24,R4,1
1314212993808,W19,R1,1
1315213701675,W42,R1,1
1315214067314,W58,R6,1
1322221467350,S11,R2,1
1317222367892,W13,R5,1
1314212434702,W19,R6,1
1314213022142,W13,R3,1
1322220634909,S44,R6,1
1315213554874,W56,R1,1
1318217221252,W52,R3,1
1323221558529,S24,R6,1
1314212551511,W36,R6,1
1314212423281,W19,R2,1
1318217419617,W58,R6,1
1318216958405,W19,R5,1
1315214496578,W50,R6,1
1315213984293,W36,R6,1
1320218720466,W13,R5,1
1316215553811,W58,R6,1
1315213200316,W51,R6,1
1314212684676,W13,R6,1
1314212543829,W52,R4,1
1321219529120,S23,R6,1
1321219720428,S31,R6,1
1316215036082,W71,R2,1
1314212823304,W13,R6,1
1314212543856,W52,R4,1
1324222932612,S25,R6,1
1324222813495,S41,R6,1
1318216884496,W84,R2,1
1320219037874,W13,R6,1
1321219816182,S25,R1,1
1317220637300,W22,R5,1
1324222720765,S41,R6,1
1319217942147,W43,R2,1
1315214198564,W13,R6,1
1314212881914,W13,R6,1
1318217073877,W68,R6,1
1322221325881,S03,R1,1
1316215582483,W19,R2,1
1321220378083,S34,R6,1
1315213774680,W52,R5,1
1323222219115,S42,R5,1
1321220442267,S05,R2,1
1323221663596,S21,R4,1
1321219681160,S04,R3,1
1319218431892,W13,R6,1
1319218383901,W52,R5,1
1322220650550,S44,R5,1
1323221708682,S23,R5,1
1319218447199,W19,R3,1
1315213668268,W49,R5,1
1319218623837,W39,R2,1
1319217975895,W84,R6,1
1317215912027,W58,R5,1
1322220779401,S21,R6,1
1322220803151,S41,R6,1
1323222022269,S21,R6,1
1315213819865,W89,R3,1
1315214278549,W42,R5,1
1315214288730,W19,R6,1
1316215342181,W58,R2,1
1317215820200,W52,R5,1
1314212942270,W50,R6,1
1314212892107,W32,R6,1
1324222743128,S03,R5,1
1319218525246,W19,R6,1
1319218333944,W21,R6,1
1314212469478,W52,R6,1
1322220992869,S25,R2,1
1319218193290,W32,R6,1
1320219247057,W58,R4,1
1321220412783,S24,R6,1
1314212690337,W19,R2,1
1322221144254,S21,R5,1
1322220732352,S23,R5,1
1322221058656,S44,R6,1
1323221628908,S21,R1,1
1314211918685,W42,R5,1
1314212501062,W51,R3,1
1324222709115,S41,R6,1
1314213122411,W19,R6,1
1323221714797,S23,R2,1
1319218029914,W82,R2,1
1317215988573,W29,R3,1
1318216694479,W75,R6,1
1321219448394,S25,R6,1
1316214961613,W13,R6,1
1322220828673,S33,R6,1
1317216089983,W58,R1,1
1321219898398,S23,R6,1
1319218523468,W13,R5,1
1315213686936,W39,R5,1
1314213076882,W13,R6,1
1314212845566,W14,R6,1
1316215538986,W49,R6,1
1322220814786,S04,R2,1
1323222163723,S21,R2,1
1314212748331,W81,R2,1
1316215163421,W56,R4,1
1314212444145,W42,R4,1
1314213174218,W58,R3,1
1321219676172,S04,R5,1
1321219744568,S34,R6,1
1316214979371,W58,R2,1
1316214986008,W49,R6,1
1323221898327,S23,R6,1
1321220355263,S35,R2,1
1322221300167,S22,R6,1
1320219126950,W42,R1,1
1315214308734,W13,R5,1
1316215545563,W58,R2,1
1322221220484,S22,R3,1
1317216196004,W61,R5,1
1324223047349,S11,R6,1
1321219785173,S41,R6,1
1321219676741,S42,R6,1
1322220783563,S22,R3,1
1318217035536,W35,R2,1
1321220152250,S25,R6,1
1321220165260,S42,R6,1
1322220732960,S11,R5,1
1321220518068,S01,R2,1
1318217217405,W50,R6,1
1318217282336,W50,R5,1
1324222971929,S24,R6,1
1315214331439,W13,R6,1
1314212936773,W51,R6,1
1315213202474,W42,R4,1
1315213658925,W39,R5,1
1315214325526,W58,R4,1
1316215033945,W13,R3,1
1323221648645,S42,R6,1
1315213929134,W32,R6,1
1319218503492,W89,R4,1
1320219372404,W71,R6,1
1320219320874,W58,R3,1
1316219408287,W13,R6,1
1315213832672,W13,R5,1
1314212953917,W13,R6,1
1319218491052,W61,R4,1
1323221636828,S22,R6,1
1315217687831,W49,R6,1
1321219811229,S14,R6,1
1322220673483,S44,R5,1
1323222224281,S03,R3,1
1315214097887,W56,R1,1
1315213592583,W52,R3,1
1320219292315,W52,R2,1
1317216482087,W51,R6,1
1321219615768,S06,R5,1
1315214357232,W52,R5,1
1315214117905,W14,R6,1
1314212823645,W72,R3,1
1314212632083,W58,R3,1
1321219790692,S25,R5,1
1314212503268,W36,R5,1
1315214236857,W35,R5,1
1320219275841,W31,R6,1
1322220763344,S41,R6,1
1319218044725,W13,R6,1
1320222385650,W52,R4,1
1321219926072,S41,R6,1
1319218456325,W71,R6,1
1323221539404,S22,R3,1
1319218325241,W13,R2,1
1321220071284,S03,R6,1
1324223229497,S12,R6,1
1323222176479,S25,R5,1
1318216983472,W50,R6,1
1317215940572,W33,R6,1
1315213951369,W82,R5,1
1317216462352,W13,R6,1
1316214956409,W41,R6,1
1323222155347,S02,R2,1
1323221543200,S03,R1,1
1319218088363,W13,R6,1
1316216491959,W19,R6,1
1318218606123,W42,R4,1
1320219184948,W54,R6,1
1321219456086,S41,R6,1
1316215516473,W52,R6,1
1320219202684,W58,R6,1
1321220274296,S34,R6,1
1314212526848,W50,R2,1
1315214128605,W58,R2,1
1314212792612,W15,R4,1
1314213090549,W42,R5,1
1324222987012,S35,R6,1
1316215576719,W13,R6,1
1324223007360,S23,R5,1
1323221571603,S44,R6,1
1315213992504,W42,R1,1
1316215305160,W42,R6,1
1315214229472,W19,R6,1
1314212960037,W19,R6,1
1315214272825,W52,R6,1
1317216135576,W19,R6,1
1315213557667,W39,R6,1
1315214343651,W56,R6,1
1320219112289,W13,R5,1
1316215055892,W14,R5,1
1320218718157,W58,R6,1
1315213554886,W56,R1,1
1315214232744,W50,R4,1
1315214237099,W35,R5,1
1316215770417,W74,R6,1
1315214024150,W56,R2,1
1317216458479,W14,R4,1
1322221350907,S41,R5,1
1323222031433,S02,R6,1
1323221977655,S34,R6,1
1314212966307,W31,R6,1
1319218061810,W22,R6,1
1319218429569,W52,R1,1
1315213891827,W52,R5,1
1319218514014,W13,R6,1
1314212605909,W14,R6,1
1314213032319,W42,R1,1
1317216345710,W52,R5,1
1323221819194,S34,R4,1
1323221612361,S22,R4,1
1322220904433,S03,R3,1
1321219968839,S21,R6,1
1316215701246,W29,R5,1
1315213591528,W13,R6,1
1319218199065,W35,R5,1
1323222384721,S23,R4,1
1314212380265,W41,R6,1
1315214097913,W42,R2,1
1314212873311,W13,R6,1
1316215298908,W39,R6,1
1316215516725,W42,R6,1
1323221534555,S21,R4,1
1323221649496,S44,R6,1
1314212533261,W13,R6,1
1315214005922,W58,R2,1
1319218486734,W81,R6,1
1321220452421,S33,R5,1
1322220670158,S14,R5,1
1316215475017,W89,R6,1
1321220477386,S21,R6,1
1317216090249,W49,R3,1
1323221994751,S44,R4,1
1324222438386,S05,R2,1
1323221690074,S11,R6,1
1324222434920,S25,R1,1
1321220646160,S24,R6,1
1321219677337,S21,R5,1
1314212944425,W13,R5,1
1322221229356,S05,R6,1
1315214425896,W14,R3,1
1318216767564,W50,R3,1
1318217423742,W13,R3,1
1317216424958,W74,R6,1
1314212844714,W19,R4,1
1323221674397,S04,R2,1
1319218524039,W39,R4,1
1322221395445,S21,R6,1
1319218496673,W61,R6,1
1322220650562,S44,R5,1
1315214048439,W58,R6,1
1314212980229,W32,R5,1
1317215908637,W49,R6,1
1323222149116,S03,R1,1
1315213574116,W52,R5,1
1314212684649,W13,R6,1
1322220962450,S24,R5,1
1324223230931,S41,R3,1
1320219290398,W58,R1,1
1318217642735,W81,R4,1
1314211915261,W13,R6,1
1316215771421,W21,R4,1
1314212776722,W13,R6,1
1315213629429,W58,R3,1
1321219984325,S03,R6,1
1321220091399,S01,R2,1
1316215464355,W13,R6,1
1319217671674,W13,R6,1
1322221044365,S44,R6,1
1323222139305,S24,R6,1
1315213614112,W53,R5,1
1316215765862,W89,R5,1
1315214038438,W13,R2,1
1323221846734,S21,R5,1
1315214427092,W39,R6,1
1324222514111,S11,R2,1
1314212682850,W19,R5,1
1314212338444,W42,R6,1
1322220777231,S03,R2,1
1322220816437,S44,R4,1
1318216983484,W50,R6,1
1315214155576,W19,R5,1
1323221848144,S24,R5,1
1324222466536,S24,R1,1
1316215750175,W19,R5,1
1314212350817,W42,R2,1
1320219123825,W36,R2,1
1320218930194,W58,R2,1
1316215536830,W24,R4,1
1321219921879,S41,R6,1
1324222559787,S21,R6,1
1316215019199,W13,R6,1
1317216015646,W82,R4,1
1315214279388,W58,R6,1
1314212843369,W14,R6,1
1324223117185,S13,R6,1
1316215187840,W50,R6,1
1320219126125,W84,R5,1
1321219640543,S24,R6,1
1317216501167,W81,R6,1
1317216129357,W13,R5,1
1323221641071,S44,R6,1
1316215531017,W52,R2,1
1319217968078,W58,R5,1
1314214247292,W39,R6,1
1314212895421,W58,R2,1
1323221615798,S24,R5,1
1314212902555,W19,R2,1
1315213630318,W74,R5,1
1315214335022,W21,R6,1
1315214160929,W32,R6,1
1316215283286,W19,R4,1
1315214027435,W52,R6,1
1323222301525,S06,R6,1
1318216771838,W21,R6,1
1324222535270,S23,R5,1
1321220512836,S44,R6,1
1314213003662,W55,R6,1
1315213200328,W19,R6,1
1315213203514,W21,R5,1
1322220969000,S42,R6,1
1322221445327,S04,R4,1
1315214162226,W58,R5,1
1317216256519,W19,R5,1
1315214276875,W39,R6,1
1319219430915,W19,R3,1
1322220961041,S21,R6,1
1318217268681,W19,R2,1
1315218634463,W29,R5,1
1314212556753,W25,R1,1
1315214215319,W29,R6,1
1316215694062,W13,R6,1
1323222157327,S24,R6,1
1320219403476,W50,R6,1
1317216315111,W52,R6,1
1322221427065,S34,R6,1
1320218656167,W32,R6,1
1324223001900,S14,R3,1
1318216946715,W82,R6,1
1321219810064,S35,R6,1
1323221628326,S21,R5,1
1317216217719,W14,R5,1
1317216304384,W36,R6,1
1314214466726,W39,R1,1
1323222059786,S24,R5,1
1319218342525,W39,R5,1
1314212818025,W49,R5,1
1323221829690,S35,R6,1
1320219181068,W82,R6,1
1322220799997,S21,R5,1
1322220636637,S25,R4,1
1314212545204,W51,R2,1
1314213125988,W36,R6,1
1316215580109,W52,R6,1
1315213735640,W52,R5,1
1324222681316,S44,R6,1
1317217693516,W29,R3,1
1324222587851,S25,R5,1
1321219744570,S34,R6,1
1318217126681,W89,R1,1
1324222475295,S06,R2,1
1322220668053,S21,R5,1
1320219266424,W36,R4,1
1322220767166,S44,R6,1
1320219275930,W51,R5,1
1321219923683,S44,R6,1
1322221307352,S24,R6,1
1321219925029,S25,R5,1
1315213231463,W39,R6,1
1316215154877,W50,R4,1
1315213624315,W49,R6,1
1315213686924,W39,R2,1
1316215211614,W13,R6,1
1314212986424,W49,R3,1
1317215884533,W13,R5,1
1316215481452,W19,R6,1
1314212992919,W21,R2,1
1315213666163,W13,R6,1
1314213104805,W52,R6,1
1316215040712,W74,R6,1
1324222615953,S25,R1,1
1324222731147,S41,R6,1
1324223196078,S25,R5,1
1324222512954,S44,R6,1
1315214440962,W50,R4,1
1314212779096,W78,R6,1
1314213083064,W52,R1,1
1314212545329,W13,R5,1
1314212368979,W52,R2,1
1321219933292,S41,R6,1
1319218003578,W14,R5,1
1322220938601,S21,R6,1
1323221787132,S21,R5,1
1318217178286,W39,R6,1
1315214068328,W14,R5,1
1318217301670,W13,R6,1
1317216649032,W42,R5,1
1323221676947,S23,R6,1
1315214046017,W58,R6,1
1322221401476,S23,R2,1
1315214466777,W13,R4,1
1316215428638,W53,R3,1
1318217307394,W14,R6,1
1317216138634,W67,R6,1
1315214445809,W58,R2,1
1324223159245,S44,R6,1
1322221380114,S25,R5,1
1323223228545,S03,R5,1
1324222899573,S21,R5,1
1314212889380,W13,R2,1
1322221369097,S44,R6,1
1320219135807,W84,R4,1
1318219408275,W31,R6,1
1320218732143,W82,R6,1
1316215381385,W82,R2,1
1315213681998,W58,R6,1
1315214052704,W58,R2,1
1323221994522,S13,R1,1
1320219216468,W39,R4,1
1319218186029,W14,R6,1
1318216867388,W15,R6,1
1314212461533,W52,R6,1
1316215559319,W13,R6,1
1323221755390,S42,R5,1
1315213959582,W15,R2,1
1315214144014,W58,R2,1
1323221910767,S21,R6,1
1321220522825,S34,R2,1
1321219759192,S21,R5,1
1321219870348,S41,R6,1
1318216827093,W19,R6,1
1314212974024,W13,R6,1
1319218178756,W56,R4,1
1324223196066,S06,R6,1
1320219141722,W58,R1,1
1315214432142,W13,R6,1
1315214341101,W52,R5,1
1320219089341,W19,R5,1
1320218811180,W51,R2,1
1319218341891,W19,R6,1
1319217685369,W33,R5,1
1323221879164,S06,R6,1
1319217949611,W71,R5,1
1324222844437,S03,R6,1
1315213541939,W39,R4,1
1317216181747,W36,R6,1
1314212892158,W50,R6,1
1320219356425,W81,R2,1
1316219407095,W13,R6,1
1319218298711,W13,R5,1
1321219759988,S06,R6,1
1316215529468,W13,R6,1
1315213894936,W58,R4,1
1316215236175,W64,R5,1
1314211948068,W58,R5,1
1315213205964,W71,R5,1
1319218465540,W71,R1,1
1316215552744,W49,R6,1
1319218071456,W19,R6,1
1314212685263,W89,R3,1
1324222498824,S33,R2,1
1322221401779,S24,R2,1
1315214344006,W19,R1,1
1314212737670,W52,R6,1
1322220719342,S41,R2,1
1318218588717,W14,R6,1
1316215068519,W19,R6,1
1314213138860,W13,R6,1
1317215921127,W53,R6,1
1316215785332,W19,R2,1
1320218661573,W19,R6,1
1322220746921,S44,R6,1
1322220685679,S03,R6,1
1321220162616,S06,R5,1
1324222678031,S24,R6,1
1320218728804,W19,R6,1
1320218835080,W21,R6,1
1321220520074,S13,R5,1
1314212723326,W32,R6,1
1321220142374,S34,R6,1
1314212410195,W14,R5,1
1322220849792,S44,R6,1
1317215830340,W19,R6,1
1317216182889,W64,R6,1
1314212322275,W13,R6,1
1317216122642,W36,R6,1
1316214983239,W74,R6,1
1315214429247,W13,R5,1
1318216890741,W64,R4,1
1314212748281,W71,R5,1
1314212584736,W73,R2,1
1317216433767,W51,R6,1
1319218212571,W19,R6,1
1316214978633,W74,R6,1
1316215571845,W14,R4,1
1324222910996,S21,R5,1
1324223057237,S21,R6,1
1315214363638,W55,R5,1
1323221786712,S06,R6,1
1323223208620,S41,R6,1
1320219256524,W13,R5,1
1315214399798,W58,R2,1
1318217251925,W84,R4,1
1316215381183,W19,R6,1
1315214500922,W14,R6,1
1321220489785,S44,R6,1
1314212553301,W58,R1,1
1314212569127,W52,R3,1
1321220317883,S35,R4,1
1323221650500,S21,R6,1
1316215335757,W58,R3,1
1315213896107,W13,R6,1
1316215168939,W58,R1,1
1322220740120,S24,R3,1
1317216250225,W13,R6,1
1316214988343,W19,R5,1
1315215816442,W13,R6,1
1315214341125,W23,R4,1
1323221770934,S35,R6,1
1316215656430,W71,R6,1
1318217626112,W82,R3,1
1322221565765,S11,R6,1
1314212321602,W13,R6,1
1314212728695,W19,R5,1
1321220412769,S22,R6,1
1314212638009,W49,R2,1
1318216705552,W14,R5,1
1319218524003,W39,R3,1
1324222907608,S05,R2,1
1324222584563,S23,R5,1
1317216458202,W82,R6,1
1323221745363,S23,R6,1
1322220765010,S41,R6,1
1324222715183,S24,R2,1
1316215023538,W32,R4,1
1314212748228,W13,R6,1
1314212584460,W14,R6,1
1314212550471,W39,R3,1
1320219175357,W78,R6,1
1315213733165,W42,R2,1
1323221878491,S44,R2,1
1314215816430,W51,R5,1
1317216293860,W22,R4,1
1316215553797,W58,R6,1
1318216974915,W84,R3,1
1317216494803,W43,R1,1
1321220392777,S44,R6,1
1324222799165,S35,R6,1
1318217512072,W58,R2,1
1319218209068,W13,R6,1
1314212305003,W13,R3,1
1322220740106,S24,R3,1
1323221670387,S06,R6,1
1323221816061,S35,R1,1
1321220513079,S35,R5,1
1316215172370,W39,R6,1
1323221715257,S04,R2,1
1321219897283,S44,R6,1
1321220650081,S44,R6,1
1314212408456,W39,R5,1
1315214277016,W71,R5,1
1321219738883,S25,R5,1
1320219318918,W29,R2,1
1323222076248,S21,R5,1
1322221339815,S33,R5,1
1315214134292,W19,R6,1
1320218728350,W19,R5,1
1324222832610,S21,R6,1
1323221570005,S02,R6,1
1314212741300,W42,R3,1
1324222435822,S13,R5,1
1322220780961,S23,R6,1
1323222111460,S25,R2,1
1321220522914,S34,R2,1
1323221645082,S06,R5,1
1319218352211,W36,R6,1
1320218672374,W13,R5,1
1317218613673,W89,R6,1
1324222530913,S21,R2,1
1314212748230,W71,R5,1
1321220331779,S44,R6,1
1324222918207,S21,R6,1
1316215770393,W74,R6,1
1321219853049,S25,R4,1
1320219013428,W58,R3,1
1314212918991,W13,R6,1
1318216859052,W42,R2,1
1318216991772,W53,R5,1
1318217301617,W13,R6,1
1316215167798,W21,R5,1
1315213776192,W13,R5,1
1315213798275,W13,R2,1
1318217262361,W13,R6,1
1323221690441,S21,R6,1
1321220038549,S21,R6,1
1322220898783,S44,R5,1
1324222553885,S24,R6,1
1321219800784,S25,R6,1
1315214025936,W13,R6,1
1323222309926,S24,R4,1
1324222504159,S04,R5,1
1316215542604,W13,R6,1
1320218748325,W58,R6,1
1320221547906,W82,R6,1
1321220084279,S23,R2,1
1321220606899,S03,R6,1
1321219753910,S24,R5,1
1323222176455,S44,R5,1
1316215489244,W56,R4,1
1315214065827,W32,R6,1
1324222980702,S04,R3,1
1316215367881,W52,R6,1
1318216876072,W58,R2,1
1321219956529,S04,R1,1
1320219275904,W81,R5,1
1315213987757,W14,R5,1
1319217671179,W58,R2,1
1315214277042,W13,R6,1
1314212447472,W19,R1,1
1314212472474,W14,R6,1
1316215801212,W58,R6,1
1321220383792,S14,R5,1
1319218198707,W66,R5,1
1317215941954,W15,R6,1
1314212556043,W15,R6,1
1314212433940,W65,R6,1
1315213969076,W19,R6,1
1317216057087,W21,R6,1
1322221232616,S41,R6,1
1320218996573,W58,R5,1
1324222855710,S44,R6,1
1321219676487,S14,R6,1
1321219904568,S41,R5,1
1314212509400,W19,R2,1
1317216005874,W59,R3,1
1321219767807,S21,R6,1
1321220544795,S21,R2,1
1318219273923,W52,R5,1
1322221025618,S25,R6,1
1323221690062,S11,R6,1
1315213604491,W13,R6,1
1320218929267,W13,R4,1
1315213997568,W54,R2,1
1322221401185,S05,R6,1
1315219435221,W19,R5,1
1324222574105,S43,R3,1
1318217055399,W19,R5,1
1317216021283,W42,R4,1
1321220127613,S32,R6,1
1319217666611,W29,R6,1
1319218377644,W19,R5,1
1321219755055,S33,R4,1
1315213557287,W42,R4,1
